,Unnamed: 0,index,lon,lat,geometry,d_water,d_park,d_lm
54,54,54,-87.83506853860003,41.648450873840005,POINT (-87.83506853860003 41.64845087384),0.10456564698781654,0.12054826655934925,0.28952933901766376
55,55,55,-87.82860026780003,41.648450873840005,POINT (-87.82860026780003 41.64845087384),0.09863792579472516,0.11438467410226152,0.2837344690267341
56,56,56,-87.82213199700003,41.648450873840005,POINT (-87.82213199700003 41.64845087384),0.0927799573513301,0.108256638700735,0.27796930897141225
57,57,57,-87.81566372620003,41.648450873840005,POINT (-87.81566372620003 41.64845087384),0.08700794982765102,0.1021705585301687,0.27223574636790515
58,58,58,-87.80919545540002,41.648450873840005,POINT (-87.80919545540002 41.64845087384),0.08133880102056222,0.0961344022305932,0.26653582034168305
59,59,59,-87.80272718460002,41.648450873840005,POINT (-87.80272718460002 41.64845087384),0.07579635536461365,0.09015819767712364,0.2608717357327707
60,60,60,-87.79625891380002,41.648450873840005,POINT (-87.79625891380002 41.64845087384),0.0704120122986073,0.08425470300716376,0.2552458785906786
61,61,61,-87.78979064300002,41.648450873840005,POINT (-87.78979064300002 41.64845087384),0.06522264389591677,0.07844033658486993,0.24966083318196025
62,62,62,-87.78332237220002,41.648450873840005,POINT (-87.78332237220002 41.64845087384),0.060276752473896834,0.07273647559893344,0.2441194006362009
63,63,63,-87.77685410140002,41.648450873840005,POINT (-87.77685410140002 41.64845087384),0.055644025331652025,0.06717127671739644,0.2386246193566991
64,64,64,-87.77038583060002,41.648450873840005,POINT (-87.77038583060002 41.64845087384),0.05139180008936195,0.061782222389778874,0.23317978731778066
65,65,65,-87.76391755980002,41.648450873840005,POINT (-87.76391755980002 41.64845087384),0.047526938034476406,0.056619631271135874,0.2277884863602318
66,66,66,-87.75744928900002,41.648450873840005,POINT (-87.75744928900002 41.64845087384),0.044103526530985586,0.05175132212246299,0.2224546085773227
67,67,67,-87.75098101820002,41.648450873840005,POINT (-87.75098101820002 41.64845087384),0.041174503002081655,0.0472683095937512,0.21718238485332653
68,68,68,-87.74451274740002,41.648450873840005,POINT (-87.74451274740002 41.64845087384),0.038679438432600216,0.04329045964831908,0.2119764155705801
69,69,69,-87.73804447660002,41.648450873840005,POINT (-87.73804447660002 41.64845087384),0.0370025303269238,0.039968884842574964,0.2068417034352801
70,70,70,-87.73157620580002,41.648450873840005,POINT (-87.73157620580001 41.64845087384),0.036413632035444655,0.037478482744625716,0.2017836882806568
71,71,71,-87.72510793500003,41.648450873840005,POINT (-87.72510793500001 41.64845087384),0.03696478053113585,0.035992202438919436,0.1968082835821984
72,72,72,-87.71863966420003,41.648450873840005,POINT (-87.71863966420001 41.64845087384),0.03860718140063535,0.035625773511813695,0.19192191425494126
73,73,73,-87.71217139340003,41.648450873840005,POINT (-87.71217139340001 41.64845087384),0.04120894744656724,0.03581417453404493,0.18713155508966214
74,74,74,-87.70570312260003,41.648450873840005,POINT (-87.70570312260001 41.64845087384),0.04460230448252447,0.036922973980768437,0.18244476891255
75,75,75,-87.69923485180003,41.648450873840005,POINT (-87.69923485180001 41.64845087384),0.04862335688672625,0.039084958384245715,0.1778697432142873
76,76,76,-87.69276658100003,41.648450873840005,POINT (-87.69276658100001 41.64845087384),0.045631284497852566,0.038482001743421465,0.17341532358175124
77,77,77,-87.68629831020003,41.648450873840005,POINT (-87.68629831020002 41.64845087384),0.03927694928914916,0.036974514864171734,0.16909104177659656
78,78,78,-87.67983003940003,41.648450873840005,POINT (-87.67983003940002 41.64845087384),0.032966959524424994,0.034877946510092385,0.16375723509920348
79,79,79,-87.6733617686,41.648450873840005,POINT (-87.67336176860002 41.64845087384),0.0267327355388857,0.03337082149315945,0.15779541550647427
80,80,80,-87.6668934978,41.648450873840005,POINT (-87.66689349780002 41.64845087384),0.020643035939104853,0.02940005894408305,0.15187505165981074
81,81,81,-87.660425227,41.648450873840005,POINT (-87.66042522700002 41.64845087384),0.014876416586617624,0.026203359485706568,0.14600118675121698
82,82,82,-87.6539569562,41.648450873840005,POINT (-87.65395695620002 41.64845087384),0.010007880016179988,0.02406423693501114,0.14017966615433766
83,83,83,-87.6474886854,41.648450873840005,POINT (-87.64748868540001 41.64845087384),0.007917361218371468,0.018419402648023782,0.13441729102983818
84,84,84,-87.64102041459999,41.648450873840005,POINT (-87.64102041460001 41.64845087384),0.008303720789442179,0.013295425886071806,0.1287220047495637
85,85,85,-87.63455214380001,41.648450873840005,POINT (-87.63455214380001 41.64845087384),0.007882969412304092,0.009890340387469207,0.12310311913179707
86,86,86,-87.62808387300001,41.648450873840005,POINT (-87.62808387300001 41.64845087384),0.005893722125272572,0.010086180064498266,0.11757158852159988
87,87,87,-87.62161560220001,41.648450873840005,POINT (-87.62161560220001 41.64845087384),0.0019189503292732898,0.012566564258667418,0.11214034050818472
88,88,88,-87.61514733140001,41.648450873840005,POINT (-87.61514733140001 41.64845087384),0.0012352862938219901,0.008844694402194729,0.10682467208175778
89,89,89,-87.60867906060001,41.648450873840005,POINT (-87.60867906060001 41.64845087384),0.0006464345589503534,0.008862438248065277,0.10164271845903564
90,90,90,-87.60221078980001,41.648450873840005,POINT (-87.60221078980001 41.64845087384),0.00010176048999563531,0.004083524148230354,0.0966159972281751
91,91,91,-87.59574251900001,41.648450873840005,POINT (-87.59574251900001 41.64845087384),7.790747198473012e-05,0.003423928936893405,0.09177002059131806
92,92,92,-87.58927424820001,41.648450873840005,POINT (-87.58927424820001 41.64845087384),0.0,0.00048385285519902537,0.08713494989125423
93,93,93,-87.58280597740001,41.648450873840005,POINT (-87.58280597740001 41.64845087384),0.0,0.0,0.08274623471830048
94,94,94,-87.57633770660001,41.648450873840005,POINT (-87.57633770660001 41.64845087384),0.004539949720705162,0.0034881915028855703,0.07864512878649897
95,95,95,-87.5698694358,41.648450873840005,POINT (-87.5698694358 41.64845087384),0.0016794348613378455,0.005602074639756166,0.07487890395777046
96,96,96,-87.563401165,41.648450873840005,POINT (-87.563401165 41.64845087384),0.0,0.00350760917668435,0.07107909524636763
97,97,97,-87.5569328942,41.648450873840005,POINT (-87.5569328942 41.64845087384),0.0018730536730573219,0.004505438677518152,0.06626716488730088
98,98,98,-87.5504646234,41.648450873840005,POINT (-87.5504646234 41.64845087384),0.0041559691227331715,0.007104082641459327,0.0617393752246608
99,99,99,-87.5439963526,41.648450873840005,POINT (-87.5439963526 41.64845087384),0.008785897864671054,0.004076370534315342,0.05758333802712765
100,100,100,-87.5375280818,41.648450873840005,POINT (-87.5375280818 41.64845087384),0.0038723262464846774,0.0,0.053770324707138696
101,101,101,-87.531059811,41.648450873840005,POINT (-87.53105981100001 41.64845087384),0.0,0.0,0.050169478826504944
102,102,102,-87.85447335100002,41.65218168168,POINT (-87.85447335100002 41.65218168168),0.12149205601933866,0.13624302941637242,0.30554715743526417
103,103,103,-87.84800508020002,41.65218168168,POINT (-87.84800508020002 41.65218168168),0.1153462369913229,0.13201197544526702,0.2996431961780457
104,104,104,-87.84153680940003,41.65218168168,POINT (-87.84153680940003 41.65218168168),0.10923765904940924,0.12574488717800794,0.2937630025532552
105,105,105,-87.83506853860003,41.65218168168,POINT (-87.83506853860003 41.65218168168),0.10317293722394344,0.11949924140404558,0.2879080328450337
106,106,106,-87.82860026780003,41.65218168168,POINT (-87.82860026780003 41.65218168168),0.09716028432708923,0.1132785848921102,0.2820798577328315
107,107,107,-87.82213199700003,41.65218168168,POINT (-87.82213199700003 41.65218168168),0.09120999824531358,0.10708727257923753,0.2762801729309148
108,108,108,-87.81566372620003,41.65218168168,POINT (-87.81566372620003 41.65218168168),0.08533326892720683,0.10093070472381073,0.2705108109210834
109,109,109,-87.80919545540002,41.65218168168,POINT (-87.80919545540002 41.65218168168),0.0795468835793185,0.09481564964662703,0.26477375389170604
110,110,110,-87.80272718460002,41.65218168168,POINT (-87.80272718460002 41.65218168168),0.07387173331046375,0.08875068863995221,0.259071148005563
111,111,111,-87.79625891380002,41.65218168168,POINT (-87.79625891380002 41.65218168168),0.06833591275217378,0.08274683742901484,0.25340531912771525
112,112,112,-87.78979064300002,41.65218168168,POINT (-87.78979064300002 41.65218168168),0.06297807567191444,0.07681842571431755,0.24777879015323795
113,113,113,-87.78332237220002,41.65218168168,POINT (-87.78332237220002 41.65218168168),0.05784342713266862,0.07098435748975038,0.24219430008088486
114,114,114,-87.77685410140002,41.65218168168,POINT (-87.77685410140002 41.65218168168),0.052998421945964096,0.06526993596996618,0.2366548249831837
115,115,115,-87.77038583060002,41.65218168168,POINT (-87.77038583060002 41.65218168168),0.04853329217513271,0.05970952293477594,0.2311636010237277
116,116,116,-87.76391755980002,41.65218168168,POINT (-87.76391755980002 41.65218168168),0.04446839249414212,0.05435040727499499,0.2257241496671928
117,117,117,-87.75744928900002,41.65218168168,POINT (-87.75744928900002 41.65218168168),0.04089790139174045,0.04925833398625423,0.2203403052144151
118,118,118,-87.75098101820002,41.65218168168,POINT (-87.75098101820002 41.65218168168),0.03778544513607447,0.04452501788353547,0.21501624477064565
119,119,119,-87.74451274740002,41.65218168168,POINT (-87.74451274740002 41.65218168168),0.03518522038593743,0.04027714019442274,0.20975652071590772
120,120,120,-87.73804447660002,41.65218168168,POINT (-87.73804447660002 41.65218168168),0.033337709028664404,0.03668372774456625,0.2045660956871889
121,121,121,-87.73157620580002,41.65218168168,POINT (-87.73157620580001 41.65218168168),0.03268284245131898,0.03395321478914256,0.19945037999672247
122,122,122,-87.72510793500003,41.65218168168,POINT (-87.72510793500001 41.65218168168),0.03329580442638407,0.03230515070515227,0.194415271291282
123,123,123,-87.71863966420003,41.65218168168,POINT (-87.71863966420001 41.65218168168),0.03511025560127043,0.03189521486073834,0.18946719609466112
124,124,124,-87.71217139340003,41.65218168168,POINT (-87.71217139340001 41.65218168168),0.03795154110125844,0.032098002179890665,0.1846131526597361
125,125,125,-87.70570312260003,41.65218168168,POINT (-87.70570312260001 41.65218168168),0.04161138891527643,0.03333065636872062,0.17986075427464854
126,126,126,-87.69923485180003,41.65218168168,POINT (-87.69923485180001 41.65218168168),0.045895238938701656,0.03571079134216228,0.1752182718092159
127,127,127,-87.69276658100003,41.65218168168,POINT (-87.69276658100001 41.65218168168),0.04513435974514992,0.034820182120866364,0.17069467384091178
128,128,128,-87.68629831020003,41.65218168168,POINT (-87.68629831020002 41.65218168168),0.038698514831231504,0.03345283997016296,0.1662996621577641
129,129,129,-87.67983003940003,41.65218168168,POINT (-87.67983003940002 41.65218168168),0.0322756367089129,0.031279193178628886,0.1620436997979309
130,130,130,-87.6733617686,41.65218168168,POINT (-87.67336176860002 41.65218168168),0.025875383167648987,0.03012577376708119,0.15635876607535654
131,131,131,-87.6668934978,41.65218168168,POINT (-87.66689349780002 41.65218168168),0.019520021451418144,0.026351484377481374,0.1503818535941667
132,132,132,-87.660425227,41.65218168168,POINT (-87.66042522700002 41.65218168168),0.013274188304346221,0.022855606599889337,0.1444472814092081
133,133,133,-87.6539569562,41.65218168168,POINT (-87.65395695620002 41.65218168168),0.007419836056066519,0.02060498103789456,0.1385604899561515
134,134,134,-87.6474886854,41.65218168168,POINT (-87.64748868540001 41.65218168168),0.004192959973911332,0.016602070862178638,0.13272783695045826
135,135,135,-87.64102041459999,41.65218168168,POINT (-87.64102041460001 41.65218168168),0.004607920782108075,0.010957272634501644,0.12695678430274576
136,136,136,-87.63455214380001,41.65218168168,POINT (-87.63455214380001 41.65218168168),0.004169659768157192,0.006411887949330907,0.1212561277368061
137,137,137,-87.62808387300001,41.65218168168,POINT (-87.62808387300001 41.65218168168),0.004609255710452719,0.006693152551147024,0.1156362789147057
138,138,138,-87.62161560220001,41.65218168168,POINT (-87.62161560220001 41.65218168168),0.0,0.010466973014118952,0.11010961149254332
139,139,139,-87.61514733140001,41.65218168168,POINT (-87.61514733140001 41.65218168168),0.001508066650561868,0.00546512633699275,0.10469088374410776
140,140,140,-87.60867906060001,41.65218168168,POINT (-87.60867906060001 41.65218168168),0.0016944564965678795,0.0054903151950478745,0.09939775042469523
141,141,141,-87.60221078980001,41.65218168168,POINT (-87.60221078980001 41.65218168168),0.0023386840583987283,0.0020705200243813877,0.09425137396421313
142,142,142,-87.59574251900001,41.65218168168,POINT (-87.59574251900001 41.65218168168),0.0023608778289855538,0.0005570795048731709,0.08927713734813718
143,143,143,-87.58927424820001,41.65218168168,POINT (-87.58927424820001 41.65218168168),0.002430870158192511,0.0,0.08450544400391373
144,144,144,-87.58280597740001,41.65218168168,POINT (-87.58280597740001 41.65218168168),0.002176150360714484,0.0,0.07997255737941164
145,145,145,-87.57633770660001,41.65218168168,POINT (-87.57633770660001 41.65218168168),0.002905932557750963,0.004966666415339742,0.07572137647713638
146,146,146,-87.5698694358,41.65218168168,POINT (-87.5698694358 41.65218168168),0.00011398076035203897,0.0024145547631001987,0.07180195562562501
147,147,147,-87.563401165,41.65218168168,POINT (-87.563401165 41.65218168168),0.0017899256730517742,0.0,0.06820740470629523
148,148,148,-87.5569328942,41.65218168168,POINT (-87.5569328942 41.65218168168),0.0038514577304786727,0.0025502775347672445,0.06375447293288956
149,149,149,-87.5504646234,41.65218168168,POINT (-87.5504646234 41.65218168168),0.0074299420605859956,0.0033732962917477523,0.059034341285456975
150,150,150,-87.5439963526,41.65218168168,POINT (-87.5439963526 41.65218168168),0.005219364770483618,0.005365142562887853,0.054673062985558026
151,151,151,-87.5375280818,41.65218168168,POINT (-87.5375280818 41.65218168168),0.003136552568886893,0.00046963422010593513,0.050745823472259095
152,152,152,-87.531059811,41.65218168168,POINT (-87.53105981100001 41.65218168168),0.0014718212356365718,0.0003900024683621232,0.04700722720958194
153,153,153,-87.85447335100002,41.65591248952,POINT (-87.85447335100002 41.65591248952),0.1204111206472195,0.13283611425800415,0.30405706782730746
154,154,154,-87.84800508020002,41.65591248952,POINT (-87.84800508020002 41.65591248952),0.11420714814656548,0.13029970895083756,0.2981235986881357
155,155,155,-87.84153680940003,41.65591248952,POINT (-87.84153680940003 41.65591248952),0.1080341818792002,0.12485110584759115,0.2922128278294325
156,156,156,-87.83506853860003,41.65591248952,POINT (-87.83506853860003 41.65591248952),0.10189785706838443,0.1185583850940068,0.2863261609697353
157,157,157,-87.82860026780003,41.65591248952,POINT (-87.82860026780003 41.65591248952),0.09580521462965336,0.11228561695567013,0.28046511586567097
158,158,158,-87.82213199700003,41.65591248952,POINT (-87.82213199700003 41.65591248952),0.08976514958280431,0.10603634248886734,0.27463133294237563
159,159,159,-87.81566372620003,41.65591248952,POINT (-87.81566372620003 41.65591248952),0.08378903307293124,0.09981497450784388,0.26882658704851337
160,160,160,-87.80919545540002,41.65591248952,POINT (-87.80919545540002 41.65591248952),0.07789048718586647,0.09362707620057553,0.2630528004581503
161,161,161,-87.80272718460002,41.65591248952,POINT (-87.80272718460002 41.65591248952),0.07208706506521619,0.0874797503084125,0.25731205725323114
162,162,162,-87.79625891380002,41.65591248952,POINT (-87.79625891380002 41.65591248952),0.06640467093273035,0.08138219144542783,0.25160661923166683
163,163,163,-87.78979064300002,41.65591248952,POINT (-87.78979064300002 41.65591248952),0.06087710050050739,0.07534648305782148,0.2459389434977147
164,164,164,-87.78332237220002,41.65591248952,POINT (-87.78332237220002 41.65591248952),0.05555303289018338,0.06938876701735762,0.24031170190117554
165,165,165,-87.77685410140002,41.65591248952,POINT (-87.77685410140002 41.65591248952),0.05049005601792673,0.0635309886707262,0.23472780250066475
166,166,166,-87.77038583060002,41.65591248952,POINT (-87.77038583060002 41.65591248952),0.0457809291876839,0.05780353889732868,0.2291904132315026
167,167,167,-87.76391755980002,41.65591248952,POINT (-87.76391755980002 41.65591248952),0.04151992145189107,0.05224929426235615,0.22370298795936328
168,168,168,-87.75744928900002,41.65591248952,POINT (-87.75744928900002 41.65591248952),0.0377446951981918,0.04692979274467152,0.21826929509427426
169,169,169,-87.75098101820002,41.65591248952,POINT (-87.75098101820002 41.65591248952),0.034439209844097415,0.04193446312385087,0.21289344892278853
170,170,170,-87.74451274740002,41.65591248952,POINT (-87.74451274740002 41.65591248952),0.031740039913611934,0.03739344865344248,0.20757994378507
171,171,171,-87.73804447660002,41.65591248952,POINT (-87.73804447660002 41.65591248952),0.02968932956876735,0.03349205668802552,0.202333691172948
172,172,172,-87.73157620580002,41.65591248952,POINT (-87.73157620580001 41.65591248952),0.028952057572143808,0.030476921998031637,0.1971600597479286
173,173,173,-87.72510793500003,41.65591248952,POINT (-87.72510793500001 41.65591248952),0.029642267783740982,0.028629438381481662,0.19206491816631308
174,174,174,-87.71863966420003,41.65591248952,POINT (-87.71863966420001 41.65591248952),0.03166675694398674,0.02816465620966298,0.1870546804411548
175,175,175,-87.71217139340003,41.65591248952,POINT (-87.71217139340001 41.65591248952),0.03478935826578425,0.028385669705038023,0.182136353356316
176,176,176,-87.70570312260003,41.65591248952,POINT (-87.70570312260001 41.65591248952),0.038749034362716345,0.029772422720245394,0.1773175851606808
177,177,177,-87.69923485180003,41.65591248952,POINT (-87.69923485180001 41.65591248952),0.0433168897062693,0.03241489038924395,0.17260671439656694
178,178,178,-87.69276658100003,41.65591248952,POINT (-87.69276658100001 41.65591248952),0.044657817809097326,0.031174726333328476,0.16801281723911726
179,179,179,-87.68629831020003,41.65591248952,POINT (-87.68629831020002 41.65591248952),0.03847478666739699,0.02989509851243308,0.16354575113024564
180,180,180,-87.67983003940003,41.65591248952,POINT (-87.67983003940002 41.65591248952),0.0320070442859754,0.02771489772330543,0.15921619177449173
181,181,181,-87.6733617686,41.65591248952,POINT (-87.67336176860002 41.65591248952),0.02553956955454256,0.026406758083651415,0.1549986198539629
182,182,182,-87.6668934978,41.65591248952,POINT (-87.66689349780002 41.65591248952),0.01907263475303004,0.023500549911773267,0.14896714509730868
183,183,183,-87.660425227,41.65591248952,POINT (-87.66042522700002 41.65591248952),0.01260707079768756,0.019646356202580057,0.14297386311678156
184,184,184,-87.6539569562,41.65591248952,POINT (-87.65395695620002 41.65591248952),0.006147204735289791,0.016975447050423895,0.13702378554438638
185,185,185,-87.6474886854,41.65591248952,POINT (-87.64748868540001 41.65591248952),0.0005089355109561675,0.014920072668070803,0.13112279408849042
186,186,186,-87.64102041459999,41.65591248952,POINT (-87.64102041460001 41.65591248952),0.0010325972834867624,0.00914623545224433,0.12527782528651726
187,187,187,-87.63455214380001,41.65591248952,POINT (-87.63455214380001 41.65591248952),0.00047493262637154893,0.003499090660094377,0.11949710013950073
188,188,188,-87.62808387300001,41.65591248952,POINT (-87.62808387300001 41.65591248952),0.0022743904168548573,0.003915604936562206,0.1137904100935788
189,189,189,-87.62161560220001,41.65591248952,POINT (-87.62161560220001 41.65591248952),0.0,0.009435802306501864,0.1081694733788792
190,190,190,-87.61514733140001,41.65591248952,POINT (-87.61514733140001 41.65591248952),0.0046005004796192865,0.003056868817660207,0.10264837829769898
191,191,191,-87.60867906060001,41.65591248952,POINT (-87.60867906060001 41.65591248952),0.005370103053435757,0.002577457807084918,0.09724413204669588
192,192,192,-87.60221078980001,41.65591248952,POINT (-87.60221078980001 41.65591248952),0.004729930975484509,0.0018227355172421398,0.09197733374134727
193,193,193,-87.59574251900001,41.65591248952,POINT (-87.59574251900001 41.65591248952),0.005288198322308839,0.0025180611864006287,0.08687298591106085
194,194,194,-87.58927424820001,41.65591248952,POINT (-87.58927424820001 41.65591248952),0.004126092745367824,0.0006320778701502484,0.08196144516981031
195,195,195,-87.58280597740001,41.65591248952,POINT (-87.58280597740001 41.65591248952),0.0040827310995054985,0.002333769638933457,0.07727948215295256
196,196,196,-87.57633770660001,41.65591248952,POINT (-87.57633770660001 41.65591248952),0.0025271446056667193,0.004888196014351945,0.07287136120327004
197,197,197,-87.5698694358,41.65591248952,POINT (-87.5698694358 41.65591248952),0.0,0.0,0.0687897467627949
198,198,198,-87.563401165,41.65591248952,POINT (-87.563401165 41.65591248952),0.0005813779587096312,0.0,0.06509590582959204
199,199,199,-87.5569328942,41.65591248952,POINT (-87.5569328942 41.65591248952),0.00254261602831402,0.0025415677397604398,0.06129458790123555
200,200,200,-87.5504646234,41.65591248952,POINT (-87.5504646234 41.65591248952),0.007361228070806531,0.0,0.05644638432319801
201,201,201,-87.5439963526,41.65591248952,POINT (-87.5439963526 41.65591248952),0.0022151556014573955,0.005615697001266256,0.051867954156465036
202,202,202,-87.5375280818,41.65591248952,POINT (-87.5375280818 41.65591248952),0.0008920319927357232,0.004165644015955927,0.047728943921653964
203,203,203,-87.531059811,41.65591248952,POINT (-87.53105981100001 41.65591248952),0.00014871503353763122,0.004120790066690403,0.04393424154498906
