DATE,PRCP,TAVG,TMAX,TMIN
12/26/12,0,,33,28
12/27/12,0,,33,28
12/28/12,0.01,,32,29
12/29/12,0,,32,20
12/30/12,0,,33,14
12/31/12,0,,35,20
1/1/13,0,,25,11
1/2/13,0,,30,10
1/3/13,0,,29,18
1/4/13,0,,36,13
1/5/13,0.03,,39,18
1/6/13,0,,36,18
1/7/13,0,,41,15
1/8/13,0,,44,22
1/9/13,0,,50,27
1/10/13,0.63,,45,22
1/11/13,0.3,,52,42
1/12/13,0.06,,53,30
1/13/13,0.1,,30,14
1/14/13,0,,25,12
1/15/13,0,,31,12
1/16/13,0,,36,16
1/17/13,0,,33,20
1/18/13,0,,43,19
1/19/13,0,,47,28
1/20/13,0,,28,13
1/21/13,0,,15,5
1/22/13,0,,11,-1
1/23/13,0.01,,23,10
1/24/13,0,,22,4
1/25/13,0.06,,29,18
1/26/13,0,,28,13
1/27/13,0.58,,37,23
1/28/13,0.08,,48,37
1/29/13,1.33,,63,39
1/30/13,0.45,,44,21
1/31/13,0,,21,6
2/1/13,0.02,,14,0
2/2/13,0.12,,23,8
2/3/13,0.04,,21,9
2/4/13,0.19,,28,13
2/5/13,0.02,,31,6
2/6/13,0,,36,11
2/7/13,1.07,,34,31
2/8/13,0,,33,23
2/9/13,0,,32,20
2/10/13,0.29,,49,30
2/11/13,0,,45,29
2/12/13,0,,29,21
2/13/13,0,,44,19
2/14/13,0,,39,33
2/15/13,0,,33,20
2/16/13,0,,20,12
2/17/13,0,,30,9
2/18/13,0.29,,52,27
2/19/13,0,,30,12
2/20/13,0,,24,8
2/21/13,0.07,,32,19
2/22/13,0.2,,34,24
2/23/13,0,,28,22
2/24/13,0,,39,17
2/25/13,0,,43,20
2/26/13,0.45,,36,32
2/27/13,0.18,,34,32
2/28/13,0.02,,35,27
3/1/13,0.02,,30,25
3/2/13,0,,31,17
3/3/13,0,,34,15
3/4/13,0,,34,18
3/5/13,0.66,,33,29
3/6/13,0,,34,28
3/7/13,0,,40,26
3/8/13,0,,40,19
3/9/13,0.04,,44,30
3/10/13,0.87,,51,39
3/11/13,0.07,,48,33
3/12/13,0.05,,37,26
3/13/13,0,,33,22
3/14/13,0,,37,23
3/15/13,0.2,,41,30
3/16/13,0,,35,30
3/17/13,0,,35,26
3/18/13,0.08,,35,21
3/19/13,0,,32,17
3/20/13,0,,25,14
3/21/13,0,,33,14
3/22/13,0,,41,20
3/23/13,0,,41,25
3/24/13,0.01,,37,32
3/25/13,0,,38,32
3/26/13,0,,43,29
3/27/13,0,,42,31
3/28/13,0,,51,28
3/29/13,0,,55,32
3/30/13,0,,59,28
3/31/13,0,,59,36
4/1/13,0,36,41,29
4/2/13,0,34,45,25
4/3/13,0,35,44,25
4/4/13,0,39,58,25
4/5/13,0,44,45,36
4/6/13,0.04,47,70,36
4/7/13,0,53,59,40
4/8/13,0.49,50,64,41
4/9/13,0.2,44,55,39
4/10/13,0.94,40,41,38
4/11/13,0.24,41,46,38
4/12/13,0,41,45,37
4/13/13,0,39,45,34
4/14/13,0,45,69,38
4/15/13,0.36,61,66,44
4/16/13,0.01,47,58,40
4/17/13,2.01,43,49,42
4/18/13,3.54,52,63,39
4/19/13,0.01,41,40,33
4/20/13,0,37,47,31
4/21/13,0,40,54,29
4/22/13,0,51,67,38
4/23/13,0.7,53,59,38
4/24/13,0.04,41,50,37
4/25/13,0.07,45,51,38
4/26/13,0,49,67,34
4/27/13,0,57,68,43
4/28/13,0.03,58,65,49
4/29/13,0,60,74,47
4/30/13,0,70,85,61
5/1/13,0,74,84,56
5/2/13,0.11,54,55,42
5/3/13,0.05,44,48,40
5/4/13,0.02,55,71,48
5/5/13,0,58,69,48
5/6/13,0,60,71,50
5/7/13,0,61,75,48
5/8/13,0,65,79,48
5/9/13,0.32,64,75,46
5/10/13,0.13,47,47,44
5/11/13,0,50,60,43
5/12/13,0,46,55,37
5/13/13,0,48,64,36
5/14/13,0,65,91,50
5/15/13,0,76,84,60
5/16/13,0,70,83,53
5/17/13,0,61,70,55
5/18/13,0,66,80,56
5/19/13,0,72,86,58
5/20/13,1.09,80,89,65
5/21/13,0.56,73,81,64
5/22/13,1.35,69,73,52
5/23/13,0.06,54,54,42
5/24/13,0,48,57,41
5/25/13,0,50,57,44
5/26/13,0.02,54,68,44
5/27/13,0.23,57,62,53
5/28/13,0.2,65,76,56
5/29/13,0.01,71,84,64
5/30/13,0.51,76,83,64
5/31/13,0.3,71,77,64
6/1/13,0.56,70,76,63
6/2/13,0.01,58,63,43
6/3/13,0,54,68,43
6/4/13,0,60,72,50
6/5/13,0.01,62,73,54
6/6/13,0.15,58,64,52
6/7/13,0,58,68,52
6/8/13,0,62,74,49
6/9/13,0.01,67,80,55
6/10/13,0.26,71,76,60
6/11/13,0,70,83,60
6/12/13,0.75,75,86,63
6/13/13,0,67,73,58
6/14/13,0,64,78,56
6/15/13,0.17,67,80,58
6/16/13,0,76,86,69
6/17/13,0.03,77,88,59
6/18/13,0,63,71,56
6/19/13,0,63,75,53
6/20/13,0,71,86,56
6/21/13,0.79,75,82,68
6/22/13,0.04,73,80,67
6/23/13,0.84,76,87,66
6/24/13,0.18,76,89,67
6/25/13,0.03,73,85,67
6/26/13,1.48,73,80,66
6/27/13,0.92,76,90,64
6/28/13,0,75,83,67
6/29/13,0,68,72,64
6/30/13,0,68,77,62
7/1/13,0,68,75,59
7/2/13,0,65,68,60
7/3/13,0.02,64,72,59
7/4/13,0,69,83,56
7/5/13,0,74,86,60
7/6/13,0,75,83,65
7/7/13,0,77,88,70
7/8/13,0.5,78,86,70
7/9/13,0,80,85,73
7/10/13,0,81,85,66
7/11/13,0,73,81,64
7/12/13,0,72,83,58
7/13/13,0,74,84,62
7/14/13,0,78,88,72
7/15/13,0.09,80,89,71
7/16/13,0,81,92,73
7/17/13,0,85,94,76
7/18/13,0,85,95,77
7/19/13,0.58,86,96,71
7/20/13,0.06,80,89,71
7/21/13,0.01,76,88,68
7/22/13,0,76,87,71
7/23/13,0.03,75,78,63
7/24/13,0,66,72,60
7/25/13,0,68,81,57
7/26/13,0.39,69,70,62
7/27/13,0,62,65,55
7/28/13,0,60,69,54
7/29/13,0,65,76,57
7/30/13,0.04,66,74,57
7/31/13,0.5,68,75,62
8/1/13,0,70,81,61
8/2/13,0.63,72,84,62
8/3/13,0,74,81,64
8/4/13,0,69,75,60
8/5/13,0.07,66,75,58
8/6/13,0.04,72,83,67
8/7/13,0,79,89,67
8/8/13,0,72,78,65
8/9/13,0,72,82,59
8/10/13,0,74,81,64
8/11/13,0.01,71,81,60
8/12/13,0.27,74,82,67
8/13/13,0,67,70,58
8/14/13,0,64,72,56
8/15/13,0,64,75,55
8/16/13,0,69,82,55
8/17/13,0,71,81,57
8/18/13,0,72,81,59
8/19/13,0,72,85,57
8/20/13,0,77,88,66
8/21/13,0.01,79,90,68
8/22/13,0.23,75,78,68
8/23/13,0,73,82,62
8/24/13,0,73,86,60
8/25/13,0,77,89,65
8/26/13,0,80,92,70
8/27/13,0,84,96,77
8/28/13,0,81,83,71
8/29/13,0,77,89,66
8/30/13,0.36,80,96,67
8/31/13,0.07,73,78,71
9/1/13,0.14,74,85,65
9/2/13,0,72,79,60
9/3/13,0,66,77,57
9/4/13,0,69,84,59
9/5/13,0,71,74,59
9/6/13,0,69,86,57
9/7/13,0.01,76,88,65
9/8/13,0,75,77,71
9/9/13,0,78,94,68
9/10/13,0,87,95,77
9/11/13,0,83,91,75
9/12/13,0,75,82,62
9/13/13,0,62,67,52
9/14/13,0,59,72,47
9/15/13,0.65,59,62,56
9/16/13,0,59,64,51
9/17/13,0,59,71,49
9/18/13,0.55,68,81,60
9/19/13,0.84,73,84,69
9/20/13,0,73,76,58
9/21/13,0,60,67,52
9/22/13,0,57,67,49
9/23/13,0,58,67,46
9/24/13,0,60,70,49
9/25/13,0,62,70,51
9/26/13,0,63,75,50
9/27/13,0,66,81,52
9/28/13,0.2,68,84,55
9/29/13,0.18,65,68,51
9/30/13,0,60,74,47
10/1/13,0,67,79,62
10/2/13,0,70,76,62
10/3/13,0.12,68,78,60
10/4/13,0,69,74,65
10/5/13,0.82,69,80,61
10/6/13,0.09,60,64,45
10/7/13,0,53,68,45
10/8/13,0,58,75,43
10/9/13,0,60,71,48
10/10/13,0,61,74,46
10/11/13,0,64,76,51
10/12/13,0.12,62,73,46
10/13/13,0,55,64,44
10/14/13,0,54,62,42
10/15/13,0.07,57,64,49
10/16/13,0,52,54,47
10/17/13,0.29,50,53,40
10/18/13,0,45,50,39
10/19/13,0.01,47,54,42
10/20/13,0.01,47,61,36
10/21/13,0,50,55,33
10/22/13,0,36,42,29
10/23/13,0,38,46,32
10/24/13,0,39,44,31
10/25/13,0,38,51,29
10/26/13,0,47,55,37
10/27/13,0,42,54,29
10/28/13,0,45,53,35
10/29/13,0,47,57,42
10/30/13,0.55,52,63,43
10/31/13,1.04,61,64,46
11/1/13,0.08,47,48,43
11/2/13,0.01,44,48,38
11/3/13,0,42,53,33
11/4/13,0,48,58,42
11/5/13,0.04,53,55,50
11/6/13,0.6,52,57,35
11/7/13,0,38,44,30
11/8/13,0,37,48,28
11/9/13,0,49,58,41
11/10/13,0,43,49,35
11/11/13,0.29,42,47,25
11/12/13,0,27,33,22
11/13/13,0,28,40,20
11/14/13,0,38,49,32
11/15/13,0.01,44,50,38
11/16/13,0.4,47,61,42
11/17/13,0.39,60,69,43
11/18/13,0,41,43,30
11/19/13,0,33,42,25
11/20/13,0.15,36,45,28
11/21/13,0.05,44,51,41
11/22/13,0.04,40,43,27
11/23/13,0,25,26,15
11/24/13,0,18,27,11
11/25/13,0.03,26,31,22
11/26/13,0,31,34,17
11/27/13,0,21,29,13
11/28/13,0,26,34,19
11/29/13,0,25,36,15
11/30/13,0,36,50,29
12/1/13,0,37,42,29
12/2/13,0.07,36,44,29
12/3/13,0.02,41,50,37
12/4/13,0.02,50,56,39
12/5/13,0,35,39,21
12/6/13,0,20,21,13
12/7/13,0,14,21,8
12/8/13,0.24,19,26,15
12/9/13,0,22,25,0
12/10/13,0,9,21,-6
12/11/13,0.05,16,21,1
12/12/13,0,6,19,-3
12/13/13,0.01,21,32,13
12/14/13,0.23,30,31,22
12/15/13,0,19,22,10
12/16/13,0.05,13,21,7
12/17/13,0.01,22,33,16
12/18/13,0,25,35,15
12/19/13,0.06,35,39,33
12/20/13,0.31,35,36,33
12/21/13,0.24,32,35,30
12/22/13,0.2,33,34,24
12/23/13,0,20,26,-1
12/24/13,0.01,4,18,-2
12/25/13,0.07,20,27,18
12/26/13,0,23,34,14
12/27/13,0,33,41,21
12/28/13,0,40,50,33
12/29/13,0.01,35,40,11
12/30/13,0.04,10,13,1
12/31/13,0.3,8,12,2
1/1/14,0.25,16,22,10
1/2/14,0.22,19,21,-1
1/3/14,0,4,20,-12
1/4/14,0.26,24,31,19
1/5/14,0.59,21,29,-3
1/6/14,0,-8,-2,-16
1/7/14,0,-7,3,-12
1/8/14,0,3,17,-6
1/9/14,0.01,8,27,-4
1/10/14,0.8,30,40,27
1/11/14,0.06,37,40,31
1/12/14,0,33,44,28
1/13/14,0,41,45,27
1/14/14,0.01,30,35,22
1/15/14,0,20,22,15
1/16/14,0.01,25,34,19
1/17/14,0.04,18,20,12
1/18/14,0.12,15,21,7
1/19/14,0,19,37,10
1/20/14,0.18,33,35,13
1/21/14,0.07,10,13,0
1/22/14,0,6,15,0
1/23/14,0,3,10,-5
1/24/14,0.02,5,28,-6
1/25/14,0,23,33,7
1/26/14,0.17,15,31,6
1/27/14,0,5,6,-7
1/28/14,0,-5,3,-11
1/29/14,0,8,23,1
1/30/14,0,24,33,20
1/31/14,0.01,24,28,17
2/1/14,0.43,25,31,20
2/2/14,0,19,21,-1
2/3/14,0,8,21,-6
2/4/14,0.08,15,24,7
2/5/14,0.35,23,25,9
2/6/14,0,7,14,-2
2/7/14,0,2,11,-4
2/8/14,0.07,10,16,5
2/9/14,0,14,19,4
2/10/14,0,6,12,-3
2/11/14,0,4,14,-8
2/12/14,0,8,24,-5
2/13/14,0,22,32,10
2/14/14,0,20,22,12
2/15/14,0.04,15,24,3
2/16/14,0,20,29,17
2/17/14,0.35,24,28,23
2/18/14,0,31,46,16
2/19/14,0,38,44,30
2/20/14,1.16,36,49,34
2/21/14,0,34,37,26
2/22/14,0,28,35,21
2/23/14,0,23,28,15
2/24/14,0,18,25,12
2/25/14,0,18,22,6
2/26/14,0,8,18,1
2/27/14,0,11,18,4
2/28/14,0,12,30,3
3/1/14,0.29,25,31,11
3/2/14,0.09,11,14,1
3/3/14,0,7,19,-2
3/4/14,0,16,27,12
3/5/14,0.15,21,23,19
3/6/14,0,22,33,16
3/7/14,0,29,47,13
3/8/14,0.02,33,38,21
3/9/14,0,27,42,19
3/10/14,0,44,53,40
3/11/14,0.14,44,50,34
3/12/14,0.48,31,34,14
3/13/14,0,22,39,11
3/14/14,0,43,53,37
3/15/14,0,37,40,27
3/16/14,0,24,27,19
3/17/14,0,26,40,20
3/18/14,0,37,52,27
3/19/14,0.19,44,46,34
3/20/14,0.04,37,47,30
3/21/14,0,41,58,30
3/22/14,0,42,41,26
3/23/14,0,27,32,19
3/24/14,0,26,36,20
3/25/14,0.05,27,31,20
3/26/14,0,26,39,15
3/27/14,0.2,39,55,34
3/28/14,0.06,44,55,34
3/29/14,0,36,41,28
3/30/14,0,38,57,25
3/31/14,0,52,68,41
4/1/14,0,46,57,32
4/2/14,0,41,45,34
4/3/14,0.53,38,43,35
4/4/14,0,40,48,34
4/5/14,0,40,51,31
4/6/14,0,42,57,31
4/7/14,0,45,54,36
4/8/14,0.02,50,60,40
4/9/14,0,49,62,33
4/10/14,0,58,66,41
4/11/14,0,55,70,37
4/12/14,0,63,80,44
4/13/14,0.43,62,69,42
4/14/14,0.3,46,63,30
4/15/14,0,31,38,26
4/16/14,0,38,52,26
4/17/14,0,50,62,40
4/18/14,0,48,51,38
4/19/14,0,46,66,37
4/20/14,0,60,79,41
4/21/14,0,67,74,58
4/22/14,0,54,61,36
4/23/14,0.02,42,51,33
4/24/14,0.06,49,64,39
4/25/14,0.22,56,70,45
4/26/14,0,52,57,40
4/27/14,0.03,47,60,42
4/28/14,0.61,50,55,45
4/29/14,0.61,52,59,47
4/30/14,0.01,50,53,43
5/1/14,0.09,45,49,42
5/2/14,0,48,53,46
5/3/14,0,55,67,46
5/4/14,0,55,58,44
5/5/14,0.05,49,55,43
5/6/14,0,50,63,41
5/7/14,0,59,78,48
5/8/14,0.1,69,89,51
5/9/14,1.03,71,73,54
5/10/14,0,62,77,47
5/11/14,0.12,67,81,52
5/12/14,2.09,72,84,64
5/13/14,0.12,65,67,52
5/14/14,0.02,53,56,44
5/15/14,0.19,47,55,40
5/16/14,0.1,41,46,37
5/17/14,0,48,60,39
5/18/14,0,56,69,47
5/19/14,0,59,69,45
5/20/14,0.82,71,85,62
5/21/14,0.01,75,86,63
5/22/14,0,67,70,53
5/23/14,0,59,69,48
5/24/14,0,60,74,47
5/25/14,0,66,83,50
5/26/14,0,74,87,61
5/27/14,0.21,75,85,58
5/28/14,0.03,64,71,56
5/29/14,0,63,76,54
5/30/14,0,65,79,53
5/31/14,0,71,88,54
6/1/14,0,75,90,63
6/2/14,0.14,76,83,68
6/3/14,0,75,81,66
6/4/14,0.19,66,70,55
6/5/14,0,63,76,52
6/6/14,0,67,81,49
6/7/14,0.08,71,84,57
6/8/14,0.23,65,72,54
6/9/14,0,65,78,55
6/10/14,1.26,60,66,56
6/11/14,0.52,60,67,57
6/12/14,0,68,79,58
6/13/14,0,66,75,55
6/14/14,0,66,79,52
6/15/14,0,72,84,60
6/16/14,0,78,88,67
6/17/14,0,82,91,77
6/18/14,0.65,78,82,61
6/19/14,0.32,66,79,59
6/20/14,0.01,74,85,63
6/21/14,1.28,69,84,60
6/22/14,0,70,82,63
6/23/14,0.05,71,81,66
6/24/14,0.41,77,87,70
6/25/14,0,69,80,59
6/26/14,0,64,78,59
6/27/14,0,71,88,59
6/28/14,0,79,87,71
6/29/14,0.07,77,85,69
6/30/14,2.6,79,87,67
7/1/14,0,72,80,67
7/2/14,0.12,67,70,56
7/3/14,0.07,63,76,56
7/4/14,0,68,79,58
7/5/14,0,69,77,60
7/6/14,0,73,87,63
7/7/14,0.63,80,88,71
7/8/14,0.54,76,81,66
7/9/14,0,72,80,62
7/10/14,0,70,79,60
7/11/14,0.01,70,81,60
7/12/14,0.47,74,80,70
7/13/14,0.01,76,85,68
7/14/14,0.2,72,80,61
7/15/14,0.05,63,70,55
7/16/14,0,63,72,55
7/17/14,0,66,78,54
7/18/14,0,70,79,59
7/19/14,0,70,80,57
7/20/14,0,72,82,60
7/21/14,0,75,86,63
7/22/14,0.01,79,90,69
7/23/14,0,73,75,59
7/24/14,0,65,75,57
7/25/14,0,66,75,55
7/26/14,0,74,84,68
7/27/14,0.02,78,87,65
7/28/14,0,67,73,59
7/29/14,0.01,69,81,58
7/30/14,0,69,79,59
7/31/14,0,71,84,59
8/1/14,0.15,73,85,62
8/2/14,0,72,86,59
8/3/14,0,75,87,62
8/4/14,2.76,75,87,67
8/5/14,0,71,80,64
8/6/14,0,71,80,62
8/7/14,0,72,81,61
8/8/14,0,74,82,66
8/9/14,0,74,80,66
8/10/14,0,74,81,69
8/11/14,0.85,72,82,67
8/12/14,0.07,67,70,61
8/13/14,0,69,82,57
8/14/14,0,67,72,57
8/15/14,0,65,78,52
8/16/14,0,71,82,62
8/17/14,0,70,71,64
8/18/14,0,70,83,65
8/19/14,0.09,77,86,69
8/20/14,0,76,86,66
8/21/14,0.98,75,79,70
8/22/14,1.58,78,86,72
8/23/14,0.34,77,86,68
8/24/14,0,76,88,70
8/25/14,0.01,79,88,71
8/26/14,0.12,76,85,71
8/27/14,0,74,82,67
8/28/14,0,71,77,67
8/29/14,0.08,76,86,71
8/30/14,0.27,77,83,70
8/31/14,0,76,85,68
9/1/14,0.36,77,83,70
9/2/14,0.01,74,82,67
9/3/14,0,73,83,61
9/4/14,0.26,76,85,71
9/5/14,0.5,80,88,64
9/6/14,0,67,75,60
9/7/14,0,67,80,54
9/8/14,0,67,77,55
9/9/14,0.01,70,79,63
9/10/14,1.31,72,80,56
9/11/14,0,54,56,50
9/12/14,0.13,51,55,44
9/13/14,0,47,59,41
9/14/14,0,53,65,42
9/15/14,0,56,62,51
9/16/14,0,56,68,44
9/17/14,0,59,70,48
9/18/14,0,61,70,53
9/19/14,0,63,78,53
9/20/14,0.12,69,77,63
9/21/14,0,65,69,51
9/22/14,0,55,67,46
9/23/14,0,60,74,51
9/24/14,0,65,77,54
9/25/14,0,65,74,56
9/26/14,0,65,79,51
9/27/14,0,66,79,54
9/28/14,0,65,78,53
9/29/14,0.01,66,83,53
9/30/14,0,53,58,47
10/1/14,0,58,70,49
10/2/14,0.32,67,72,63
10/3/14,0.68,60,65,43
10/4/14,0.06,42,47,35
10/5/14,0.01,45,55,37
10/6/14,0.01,52,61,42
10/7/14,0,55,66,48
10/8/14,0,54,65,44
10/9/14,0,54,62,43
10/10/14,0,50,58,39
10/11/14,0,47,59,36
10/12/14,0.01,49,63,38
10/13/14,0.64,59,67,56
10/14/14,0.65,63,65,52
10/15/14,0.05,53,55,50
10/16/14,0,53,56,50
10/17/14,0,54,62,48
10/18/14,0.01,49,50,36
10/19/14,0,43,54,33
10/20/14,0.01,54,65,46
10/21/14,0,50,53,45
10/22/14,0,48,56,35
10/23/14,0,46,59,36
10/24/14,0,57,67,52
10/25/14,0,62,72,49
10/26/14,0,54,64,42
10/27/14,0,60,77,51
10/28/14,0,61,68,45
10/29/14,0,47,49,36
10/30/14,0,42,51,32
10/31/14,0.03,42,47,33
11/1/14,0,38,43,29
11/2/14,0,36,51,25
11/3/14,0,51,62,43
11/4/14,0,55,60,44
11/5/14,0,47,60,34
11/6/14,0,47,51,38
11/7/14,0,38,43,29
11/8/14,0.01,43,47,36
11/9/14,0,41,52,35
11/10/14,0,49,62,41
11/11/14,0.21,49,58,31
11/12/14,0,29,31,24
11/13/14,0,26,29,24
11/14/14,0,26,27,21
11/15/14,0.04,24,31,17
11/16/14,0.01,26,31,18
11/17/14,0,18,21,11
11/18/14,0,13,19,9
11/19/14,0,22,32,17
11/20/14,0,22,27,14
11/21/14,0,20,35,7
11/22/14,0.07,37,52,33
11/23/14,0.63,50,52,48
11/24/14,0.43,42,49,24
11/25/14,0.01,24,26,18
11/26/14,0,22,29,17
11/27/14,0,25,27,15
11/28/14,0,22,34,18
11/29/14,0,37,51,29
11/30/14,0,46,50,24
12/1/14,0,22,25,18
12/2/14,0,25,34,18
12/3/14,0,30,37,24
12/4/14,0,28,35,23
12/5/14,0,35,40,32
12/6/14,0,35,40,26
12/7/14,0,31,36,26
12/8/14,0.2,33,37,32
12/9/14,0,35,38,31
12/10/14,0,31,33,28
12/11/14,0,28,32,23
12/12/14,0,29,37,23
12/13/14,0,38,47,35
12/14/14,0,47,50,45
12/15/14,0.06,46,46,42
12/16/14,0.02,42,45,29
12/17/14,0,28,29,24
12/18/14,0,24,28,19
12/19/14,0,29,32,27
12/20/14,0,30,33,28
12/21/14,0,33,36,31
12/22/14,0.32,33,41,28
12/23/14,0.19,44,48,38
12/24/14,0,39,40,36
12/25/14,0,37,42,33
12/26/14,0,41,50,36
12/27/14,0,44,49,31
12/28/14,0,29,35,22
12/29/14,0,27,30,19
12/30/14,0,17,20,9
12/31/14,0,11,18,4
1/1/15,0,20,32,14
1/2/15,0,26,34,15
1/3/15,0.57,31,34,29
1/4/15,0.13,29,33,2
1/5/15,0.15,2,6,-3
1/6/15,0.01,5,10,-5
1/7/15,0,3,6,-6
1/8/15,0.06,-2,18,-8
1/9/15,0,8,11,0
1/10/15,0,5,24,-2
1/11/15,0.19,26,32,22
1/12/15,0,23,28,15
1/13/15,0,17,19,3
1/14/15,0,11,19,1
1/15/15,0,22,34,17
1/16/15,0,28,34,23
1/17/15,0,34,42,26
1/18/15,0,37,40,27
1/19/15,0,32,41,25
1/20/15,0,34,36,29
1/21/15,0.01,31,33,29
1/22/15,0,30,31,28
1/23/15,0,30,31,29
1/24/15,0,33,43,29
1/25/15,0.08,31,34,24
1/26/15,0.07,23,26,15
1/27/15,0,27,32,20
1/28/15,0.01,26,34,19
1/29/15,0.01,33,35,28
1/30/15,0,27,30,18
1/31/15,0.12,27,36,19
2/1/15,0.87,29,31,19
2/2/15,0.05,15,19,6
2/3/15,0.09,13,26,2
2/4/15,0.02,21,25,4
2/5/15,0,7,15,-2
2/6/15,0,17,31,13
2/7/15,0,29,41,18
2/8/15,0.01,36,39,25
2/9/15,0,26,27,19
2/10/15,0,25,33,14
2/11/15,0,31,35,18
2/12/15,0,16,18,8
2/13/15,0,11,26,5
2/14/15,0,19,27,1
2/15/15,0.03,4,15,-3
2/16/15,0,12,18,5
2/17/15,0,17,19,8
2/18/15,0,7,8,-3
2/19/15,0,-2,4,-8
2/20/15,0.01,3,18,-7
2/21/15,0,22,32,17
2/22/15,0,21,28,2
2/23/15,0,4,12,-4
2/24/15,0.01,11,29,4
2/25/15,0.17,21,26,10
2/26/15,0.17,17,19,0
2/27/15,0,6,14,-2
2/28/15,0.02,6,21,-10
3/1/15,0,18,25,10
3/2/15,0,21,33,13
3/3/15,0.13,28,34,24
3/4/15,0,24,31,10
3/5/15,0,12,16,3
3/6/15,0,12,27,0
3/7/15,0,32,44,24
3/8/15,0,35,40,28
3/9/15,0,37,50,25
3/10/15,0,40,51,35
3/11/15,0,42,51,30
3/12/15,0,42,56,28
3/13/15,0,47,65,37
3/14/15,0,51,60,37
3/15/15,0,45,62,29
3/16/15,0,58,73,42
3/17/15,0,45,45,28
3/18/15,0,37,50,28
3/19/15,0,42,46,37
3/20/15,0,42,50,38
3/21/15,0,42,49,32
3/22/15,0.02,32,35,26
3/23/15,0.61,29,31,28
3/24/15,0.04,30,37,19
3/25/15,0.25,37,41,35
3/26/15,0,37,42,31
3/27/15,0.04,29,31,21
3/28/15,0,27,36,20
3/29/15,0.01,32,47,24
3/30/15,0,46,61,34
3/31/15,0,49,58,39
4/1/15,0,52,72,35
4/2/15,0.36,58,65,50
4/3/15,0,50,53,30
4/4/15,0,40,58,28
4/5/15,0,53,66,36
4/6/15,0.04,45,62,34
4/7/15,0,40,46,38
4/8/15,0.05,44,50,40
4/9/15,1.41,52,71,41
4/10/15,0,52,62,39
4/11/15,0,48,62,38
4/12/15,0,55,68,41
4/13/15,0.22,60,65,49
4/14/15,0,56,66,39
4/15/15,0,54,64,43
4/16/15,0,53,66,45
4/17/15,0,61,78,45
4/18/15,0,59,65,47
4/19/15,0.46,56,68,48
4/20/15,0.01,48,52,41
4/21/15,0,44,54,38
4/22/15,0,40,46,34
4/23/15,0,42,55,32
4/24/15,0.16,44,57,29
4/25/15,0.16,43,48,39
4/26/15,0,45,56,35
4/27/15,0,46,55,38
4/28/15,0,46,58,35
4/29/15,0,49,61,38
4/30/15,0,46,51,38
5/1/15,0,50,67,38
5/2/15,0,62,76,50
5/3/15,0.42,67,78,55
5/4/15,0,65,74,55
5/5/15,0.95,52,56,47
5/6/15,0,56,77,46
5/7/15,0.04,67,83,52
5/8/15,0.75,71,81,63
5/9/15,0.29,60,64,47
5/10/15,0.14,49,54,45
5/11/15,0.22,56,68,47
5/12/15,0,52,56,44
5/13/15,0,48,52,40
5/14/15,0.24,52,66,43
5/15/15,0,63,76,57
5/16/15,0.03,69,79,62
5/17/15,0,72,82,66
5/18/15,0,72,77,49
5/19/15,0,50,53,40
5/20/15,0.04,44,48,39
5/21/15,0,52,69,45
5/22/15,0,59,66,47
5/23/15,0,62,80,46
5/24/15,0.36,66,72,59
5/25/15,0.07,70,78,65
5/26/15,0.5,71,74,64
5/27/15,0,68,74,59
5/28/15,0,69,82,54
5/29/15,0.2,72,81,63
5/30/15,0.41,64,71,44
5/31/15,0,47,55,42
6/1/15,0,51,60,44
6/2/15,0,56,70,42
6/3/15,0,62,77,50
6/4/15,0,68,81,57
6/5/15,0,65,70,55
6/6/15,0,60,71,52
6/7/15,0.36,66,81,55
6/8/15,0.04,73,84,61
6/9/15,0,70,85,60
6/10/15,0,80,92,68
6/11/15,0.27,69,72,58
6/12/15,0.13,62,67,56
6/13/15,0.4,66,86,56
6/14/15,0.6,73,83,68
6/15/15,2.56,75,80,68
6/16/15,0,69,72,56
6/17/15,0.14,61,72,56
6/18/15,0.27,72,79,58
6/19/15,0,61,67,54
6/20/15,0.31,63,78,53
6/21/15,0,74,84,67
6/22/15,0.09,75,83,66
6/23/15,0,75,82,63
6/24/15,0,70,79,60
6/25/15,1.01,71,79,61
6/26/15,0.13,63,67,58
6/27/15,0,64,76,56
6/28/15,0.02,67,79,54
6/29/15,0.62,68,75,64
6/30/15,0.17,68,77,57
7/1/15,0,61,69,54
7/2/15,0,59,69,53
7/3/15,0,64,77,55
7/4/15,0,70,81,59
7/5/15,0,72,83,60
7/6/15,0.49,74,85,64
7/7/15,0.27,67,71,55
7/8/15,0.07,60,67,54
7/9/15,0,64,77,58
7/10/15,0,69,83,59
7/11/15,0.03,70,78,61
7/12/15,0,74,83,69
7/13/15,0.42,76,86,68
7/14/15,0,76,83,61
7/15/15,0,66,75,59
7/16/15,0.97,66,75,58
7/17/15,0.06,77,92,71
7/18/15,0.54,79,89,73
7/19/15,0,79,85,65
7/20/15,0,74,85,63
7/21/15,0,75,82,65
7/22/15,0,74,83,64
7/23/15,0,74,85,63
7/24/15,0,75,84,64
7/25/15,0,80,91,69
7/26/15,0,75,80,64
7/27/15,0,77,88,67
7/28/15,0,79,91,67
7/29/15,0,81,88,70
7/30/15,0,77,88,65
7/31/15,0,78,87,67
8/1/15,0,76,87,64
8/2/15,0.53,80,91,67
8/3/15,0,76,82,67
